product_id,price,valid_from,valid_to,created_at
665,37.03,11/14/2018,7/16/2019,8/8/2022
458,170.02,12/16/2020,5/1/2022,5/24/2020
26,5.47,8/23/2021,8/14/2021,3/26/2018
57,165.24,1/8/2022,1/14/2018,6/25/2018
599,48.23,7/8/2023,5/14/2022,1/2/2020
800,28.28,10/17/2022,2/1/2018,4/22/2018
267,172.06,3/13/2021,3/9/2020,3/2/2021
302,73.25,4/29/2020,3/23/2019,1/24/2019
519,83.84,7/29/2019,5/22/2018,1/6/2019
883,133.88,9/6/2018,8/5/2023,10/30/2018
610,3.17,12/10/2020,4/20/2020,2/4/2018
600,71.87,5/10/2021,6/18/2023,9/13/2018
792,5.9,3/20/2021,6/25/2023,9/20/2019
299,92.44,8/11/2023,6/29/2018,9/3/2019
728,63.14,4/10/2023,3/8/2022,4/30/2018
620,155.99,8/18/2021,3/25/2023,2/8/2021
937,122.82,7/21/2021,7/17/2023,1/29/2019
669,168.97,12/27/2022,9/8/2020,4/15/2022
986,67.95,12/7/2021,3/6/2020,10/9/2019
431,7.25,6/6/2021,6/30/2023,9/2/2019
104,144.59,8/12/2023,4/2/2019,11/22/2021
804,77.37,11/13/2019,9/23/2021,10/30/2022
49,134.33,8/22/2021,5/20/2021,7/2/2021
375,168.52,2/15/2018,1/12/2022,11/17/2020
715,109.55,3/3/2022,8/14/2019,3/7/2018
233,14.06,8/9/2021,8/6/2019,2/1/2021
944,8.36,12/1/2021,6/9/2021,5/8/2021
369,127.54,8/12/2018,3/27/2019,3/7/2023
610,132.88,2/24/2020,11/17/2020,3/17/2021
821,145.11,2/10/2019,11/21/2021,6/14/2023
235,171.9,12/16/2021,1/16/2019,2/11/2020
510,128.28,1/30/2021,1/13/2020,8/15/2021
483,32.46,9/20/2019,12/14/2023,8/20/2020
993,56.53,5/10/2020,10/30/2018,8/3/2020
526,52.02,11/13/2020,5/31/2020,4/11/2019
461,66.01,1/14/2020,9/20/2022,10/8/2020
929,130.48,9/7/2019,9/9/2023,8/22/2018
936,99.11,9/20/2020,7/28/2021,11/26/2020
749,94.28,7/28/2021,9/24/2018,1/17/2020
23,42.33,6/10/2019,9/22/2018,5/18/2018
972,79.36,11/24/2018,7/8/2020,4/8/2021
286,38.48,9/10/2020,4/26/2023,6/8/2020
470,74.83,8/15/2019,10/25/2018,10/18/2018
925,90.29,4/2/2018,5/22/2020,5/14/2019
253,23.47,7/30/2022,4/30/2021,12/14/2022
985,52.47,1/11/2021,2/26/2022,12/23/2022
626,154.34,5/29/2020,4/28/2021,2/25/2021
210,139.45,9/7/2019,3/29/2021,10/17/2018
74,132.93,5/24/2018,10/11/2019,2/15/2023
289,145.55,9/14/2018,5/3/2023,10/8/2021
529,21.75,9/16/2022,9/9/2019,11/24/2019
243,95.57,10/17/2020,1/31/2023,6/10/2019
897,123.61,1/5/2019,1/1/2022,7/22/2023
750,149.78,1/14/2018,11/20/2021,1/31/2021
69,30.28,3/24/2022,2/25/2021,1/22/2022
282,106.35,3/21/2023,8/4/2018,4/14/2019
406,157.56,5/16/2022,10/8/2023,7/2/2020
565,100.4,3/29/2023,12/29/2021,12/4/2023
500,73.27,10/10/2019,9/20/2020,2/2/2020
612,134.88,7/18/2022,6/19/2023,7/23/2020
479,21.82,4/29/2019,6/14/2023,10/21/2019
308,50.37,1/31/2023,4/8/2018,4/26/2022
13,116.29,4/12/2020,3/13/2022,1/26/2018
734,24.9,1/20/2021,9/2/2019,2/27/2021
564,143.08,6/23/2018,6/29/2019,5/17/2020
542,131.07,9/30/2018,12/27/2023,11/3/2020
154,124.06,3/26/2020,6/28/2022,8/2/2019
854,52.11,1/20/2018,10/9/2019,11/13/2020
878,49.71,12/15/2019,6/9/2020,8/25/2018
110,10.73,6/13/2023,12/20/2020,1/17/2018
586,42.39,1/25/2021,8/27/2023,1/7/2021
742,118.16,8/3/2021,4/10/2019,8/13/2022
675,43.95,12/13/2023,7/17/2020,5/14/2021
425,120.22,12/3/2022,1/30/2022,10/17/2019
36,99.34,4/9/2022,12/17/2022,5/3/2018
296,13.67,7/27/2019,5/16/2018,2/26/2020
923,3.88,7/25/2023,2/2/2020,10/12/2018
182,120.24,11/3/2019,12/23/2018,10/19/2019
916,28.05,4/20/2019,10/26/2022,5/9/2019
468,41.82,1/7/2022,11/1/2021,11/11/2022
353,171.76,11/9/2022,1/10/2022,11/17/2022
849,88.78,5/12/2019,3/31/2018,1/3/2023
887,107.56,9/24/2021,1/29/2019,10/24/2020
61,111.25,11/6/2018,7/2/2023,3/19/2023
580,62.12,12/29/2018,1/1/2023,12/11/2020
465,52.56,10/8/2020,4/9/2019,7/7/2018
532,99.56,4/26/2023,12/13/2022,4/7/2023
935,36.83,10/21/2020,7/3/2023,4/13/2019
831,135.31,3/23/2023,11/23/2023,11/2/2023
481,154.14,9/23/2018,12/28/2019,10/17/2021
878,44.12,3/12/2023,8/28/2022,12/30/2021
549,173.86,7/5/2022,8/13/2018,9/25/2018
80,42.38,1/15/2018,3/12/2020,5/11/2020
283,114.03,2/24/2023,8/26/2020,12/23/2023
826,160.7,3/28/2022,4/24/2019,5/16/2023
255,5.49,1/26/2019,9/17/2020,7/2/2023
553,2.24,2/14/2023,2/21/2023,9/10/2022
266,145.86,2/7/2020,4/24/2022,7/2/2021
787,10.75,3/17/2019,6/14/2023,12/30/2018
708,45.18,3/15/2021,11/24/2020,12/13/2021
206,107.56,10/19/2019,2/25/2020,3/11/2019
958,159.13,6/30/2019,6/7/2022,4/1/2020
276,139.82,6/1/2022,11/1/2018,1/5/2019
864,142.72,5/20/2022,1/23/2021,1/17/2022
934,43.84,1/18/2018,1/7/2021,5/12/2019
728,172.24,7/3/2018,10/6/2021,9/25/2023
56,55.1,1/3/2022,4/16/2023,1/16/2018
821,65.85,2/27/2022,8/21/2021,5/8/2018
758,121.49,5/26/2023,3/13/2018,12/21/2023
127,16.19,7/18/2020,12/23/2022,1/13/2022
696,105.36,9/4/2019,1/21/2018,5/18/2021
324,54.32,4/20/2023,2/26/2018,2/2/2022
847,165.44,9/20/2018,6/24/2021,11/23/2021
110,134.51,6/17/2021,4/3/2019,9/14/2023
232,92.96,8/8/2018,7/4/2022,8/10/2020
770,106.98,10/23/2019,11/3/2021,11/28/2021
40,78.59,4/15/2022,3/22/2021,12/8/2021
199,46.91,6/7/2023,8/26/2022,11/1/2022
764,170.0,6/24/2021,7/27/2018,5/24/2018
246,143.31,10/15/2023,4/14/2018,8/11/2018
43,121.17,10/18/2020,11/8/2020,10/14/2018
295,106.75,5/26/2021,1/22/2020,6/8/2022
762,65.15,9/16/2018,8/29/2018,1/31/2018
716,62.31,4/30/2020,11/29/2022,4/2/2022
118,75.95,12/17/2022,9/10/2022,4/2/2019
86,132.21,10/11/2018,1/6/2018,1/10/2023
378,18.1,3/28/2018,6/16/2018,1/1/2018
271,55.9,5/22/2019,12/23/2018,8/22/2023
885,63.72,12/10/2023,4/28/2019,10/11/2023
138,108.66,8/16/2019,8/4/2019,1/2/2020
794,156.55,2/10/2023,12/9/2018,7/15/2021
466,14.97,5/29/2018,8/14/2018,6/2/2023
386,7.0,7/31/2023,1/16/2023,5/6/2022
664,129.3,12/10/2018,5/1/2021,4/9/2018
50,69.06,7/4/2019,5/28/2022,5/16/2018
420,172.55,8/8/2018,10/20/2021,5/24/2018
694,65.79,10/11/2022,4/27/2020,8/3/2018
724,88.67,6/26/2020,11/29/2020,6/4/2020
804,142.84,6/7/2019,10/30/2022,8/19/2023
532,172.39,12/21/2018,12/6/2022,5/8/2023
782,91.6,10/24/2022,8/18/2021,7/16/2022
495,22.08,10/27/2022,1/21/2018,12/6/2018
107,108.72,4/5/2023,1/11/2019,12/3/2021
296,127.56,4/11/2018,10/7/2023,2/26/2023
92,128.73,12/6/2020,6/12/2022,1/1/2018
386,172.3,2/25/2023,1/31/2021,8/29/2022
1000,160.02,6/25/2018,4/16/2019,11/28/2023
200,83.3,2/20/2023,11/3/2018,11/10/2018
70,165.71,7/7/2022,3/17/2022,6/16/2022
785,107.89,6/26/2018,8/28/2019,12/1/2018
660,73.86,8/1/2023,5/14/2022,3/2/2019
980,24.0,12/1/2021,4/20/2018,12/20/2021
313,87.59,6/24/2022,5/18/2018,8/7/2019
607,59.86,7/3/2020,5/15/2019,4/17/2021
982,9.74,8/15/2021,12/8/2023,11/23/2019
640,97.22,8/31/2018,4/15/2021,4/28/2018
195,116.94,12/10/2018,11/3/2023,1/2/2023
181,98.71,10/11/2020,6/24/2020,10/22/2019
400,94.56,6/11/2022,4/22/2019,5/5/2023
972,29.9,10/6/2022,1/13/2018,1/16/2021
65,82.35,12/26/2018,8/15/2022,3/12/2022
537,4.57,1/28/2018,5/2/2018,5/12/2018
241,77.47,5/21/2021,5/22/2023,5/11/2022
5,25.83,6/15/2019,3/7/2018,11/3/2020
573,43.51,2/11/2022,2/26/2020,12/3/2022
331,101.26,10/2/2022,2/17/2020,10/11/2019
78,76.33,7/14/2022,10/27/2021,6/15/2022
242,12.26,4/19/2019,5/28/2022,6/16/2023
410,48.26,7/20/2018,11/16/2023,2/3/2020
4,129.1,9/29/2021,12/18/2020,3/21/2018
851,116.16,1/22/2021,10/12/2020,3/10/2020
544,61.77,5/31/2019,5/1/2021,1/17/2019
659,78.71,6/23/2023,5/26/2020,1/11/2018
150,128.88,6/7/2020,5/24/2021,3/2/2020
47,9.43,12/25/2019,7/23/2022,12/29/2018
419,13.97,10/23/2020,3/7/2023,5/3/2023
21,133.41,10/10/2018,10/26/2020,12/18/2018
605,104.97,12/18/2022,3/19/2021,3/17/2022
345,31.22,1/26/2021,4/30/2018,7/23/2018
223,142.24,3/31/2023,11/19/2023,11/30/2021
231,108.92,4/29/2021,4/30/2023,5/22/2018
680,46.37,1/24/2019,8/19/2023,8/23/2019
769,107.38,9/29/2023,4/17/2023,4/3/2021
313,40.84,12/25/2019,11/2/2023,3/25/2019
880,13.97,4/5/2018,8/13/2021,4/17/2018
175,64.27,1/1/2020,11/22/2020,2/17/2020
90,74.87,1/23/2022,3/19/2022,4/19/2018
465,137.73,11/12/2021,10/27/2022,9/3/2023
871,93.34,1/25/2021,3/16/2021,11/12/2020
707,133.42,11/25/2022,8/19/2023,3/2/2021
177,59.86,8/20/2019,8/1/2019,10/5/2023
476,15.18,7/19/2020,12/17/2018,6/6/2022
897,16.3,7/26/2019,10/11/2021,6/25/2021
325,115.15,2/5/2021,5/10/2019,9/7/2019
930,74.76,7/13/2020,1/13/2018,11/10/2023
899,89.12,10/3/2023,11/7/2019,2/6/2019
459,71.93,3/30/2019,8/13/2022,5/8/2020
503,142.78,1/12/2023,1/21/2021,6/24/2021
739,162.19,6/1/2020,10/31/2022,2/1/2022
249,126.54,8/5/2023,2/4/2023,11/8/2021
175,152.54,12/8/2021,11/4/2023,1/18/2018
742,61.32,4/26/2022,7/27/2020,12/19/2021
337,82.27,8/25/2021,12/4/2020,8/6/2019
30,83.75,7/29/2023,11/30/2018,6/8/2022
487,108.47,6/9/2018,4/22/2022,11/3/2019
20,106.37,7/2/2021,10/31/2019,5/12/2018
95,143.47,12/23/2023,1/22/2020,1/25/2023
697,149.64,10/14/2021,1/22/2018,7/21/2020
433,23.97,12/26/2020,7/10/2018,2/22/2018
862,84.77,2/16/2018,8/31/2021,2/20/2023
156,150.75,12/30/2018,1/6/2022,6/29/2018
565,173.33,12/12/2019,10/11/2023,7/28/2022
874,142.0,5/2/2021,6/3/2018,1/27/2021
684,121.22,8/24/2019,6/23/2020,8/10/2020
526,83.75,4/12/2021,6/14/2022,2/14/2021
507,55.07,2/11/2022,9/5/2018,7/8/2019
561,127.3,3/7/2019,4/5/2022,8/11/2020
224,20.86,12/27/2022,2/12/2022,1/20/2023
128,97.03,12/7/2019,4/23/2020,9/5/2021
386,122.34,2/10/2020,5/12/2021,10/18/2021
125,133.81,12/8/2019,3/12/2018,10/23/2018
592,116.73,1/30/2020,9/30/2022,10/12/2018
894,121.09,1/20/2021,8/10/2021,3/28/2018
199,125.2,3/15/2022,6/20/2021,3/27/2023
698,120.86,8/31/2018,9/22/2022,3/7/2021
702,114.32,1/27/2023,10/18/2019,9/17/2020
450,17.23,4/11/2023,10/25/2023,6/15/2019
542,150.22,3/10/2021,7/7/2022,12/6/2022
385,13.55,6/17/2019,6/7/2018,9/29/2019
759,97.22,10/10/2021,10/14/2019,10/1/2022
641,153.55,10/11/2021,5/1/2018,5/8/2022
535,43.36,3/13/2018,10/22/2022,3/17/2020
292,119.92,8/11/2019,4/12/2023,8/12/2022
434,73.02,8/17/2022,9/26/2020,5/18/2018
967,164.92,5/24/2022,9/19/2018,4/1/2023
251,17.52,2/13/2018,1/27/2019,4/14/2018
59,104.35,6/17/2018,4/19/2019,2/13/2023
288,51.35,3/20/2018,1/21/2019,6/29/2019
961,160.18,9/10/2021,4/21/2019,10/18/2021
791,21.96,11/21/2018,9/9/2018,10/9/2020
217,17.41,8/18/2023,1/16/2018,10/23/2022
652,6.97,10/30/2023,7/6/2021,8/14/2023
235,116.04,3/7/2019,11/23/2022,8/5/2019
53,50.96,9/13/2020,10/14/2022,4/19/2020
854,160.23,5/15/2020,7/9/2019,5/15/2023
165,55.0,9/18/2023,5/31/2019,9/26/2020
563,125.88,3/31/2020,7/23/2023,2/1/2018
787,106.31,5/19/2021,7/6/2020,7/14/2022
780,123.28,1/17/2022,10/17/2021,1/20/2022
905,121.18,9/18/2019,12/22/2020,8/12/2019
290,7.4,12/9/2018,4/25/2021,9/5/2018
542,5.58,12/29/2023,12/7/2020,1/30/2018
656,92.62,5/29/2021,10/29/2018,3/6/2023
283,17.5,8/1/2022,4/7/2022,3/18/2023
427,149.65,2/27/2020,1/21/2018,2/28/2022
945,32.66,12/9/2022,12/18/2021,10/20/2018
490,151.18,10/15/2021,9/27/2023,6/4/2022
35,40.81,1/7/2020,11/7/2022,1/21/2023
869,2.31,6/28/2022,12/9/2019,10/30/2019
876,138.36,3/15/2021,3/6/2018,3/9/2018
573,43.38,11/22/2020,6/20/2020,1/30/2023
844,141.95,4/20/2020,4/6/2018,8/30/2023
671,30.71,5/11/2018,7/10/2021,10/26/2019
652,56.92,5/13/2022,1/25/2023,3/26/2022
865,115.16,10/5/2019,10/19/2020,5/8/2021
714,146.91,10/16/2022,7/28/2018,8/7/2020
292,71.69,5/1/2019,10/1/2020,3/17/2018
681,33.0,10/4/2019,4/7/2023,12/24/2022
931,126.35,3/1/2018,12/12/2018,5/31/2020
900,165.19,10/10/2023,7/23/2023,2/28/2019
636,29.49,6/5/2018,8/26/2021,10/15/2020
883,43.42,11/6/2023,3/20/2018,11/24/2023
291,138.93,7/18/2023,4/11/2021,1/26/2020
745,41.88,12/11/2018,5/27/2019,10/18/2020
942,151.59,5/8/2018,8/9/2021,1/22/2021
192,58.0,11/21/2019,5/5/2018,5/29/2018
551,61.02,1/23/2022,3/26/2018,6/3/2020
331,66.43,2/22/2022,6/19/2022,11/19/2022
732,123.75,8/2/2018,8/7/2018,7/1/2019
529,125.83,4/16/2021,4/14/2018,7/8/2019
632,162.4,4/4/2021,6/10/2019,10/15/2018
337,60.8,2/8/2022,6/1/2023,9/1/2018
431,163.99,11/24/2022,2/6/2023,8/26/2022
178,81.43,5/23/2020,9/21/2022,12/19/2019
614,80.21,5/30/2020,9/5/2021,11/8/2018
641,111.46,7/12/2019,9/22/2018,5/10/2018
561,159.14,9/21/2023,3/27/2020,8/25/2020
942,110.89,1/17/2021,10/14/2019,3/20/2023
920,57.67,4/2/2023,8/16/2021,7/22/2020
23,158.19,11/27/2018,12/8/2021,7/5/2020
14,154.48,7/26/2023,2/20/2019,7/19/2018
771,14.34,2/4/2021,12/12/2022,11/4/2021
952,158.63,4/21/2023,7/30/2023,6/26/2018
233,68.14,10/21/2023,6/11/2020,2/25/2019
927,30.62,3/17/2023,2/9/2023,7/4/2021
977,135.79,6/6/2022,5/28/2021,9/29/2021
717,55.53,7/1/2020,8/5/2020,5/10/2019
246,123.34,4/4/2021,7/15/2018,3/26/2021
95,105.39,11/4/2020,3/5/2023,12/20/2019
497,123.5,12/28/2019,11/15/2022,8/8/2020
805,103.31,1/2/2021,5/20/2022,2/28/2019
913,15.86,7/5/2018,3/22/2021,11/8/2020
189,81.3,11/17/2021,9/21/2021,11/22/2018
110,92.92,1/22/2020,6/15/2023,4/30/2019
925,153.71,7/30/2018,12/5/2018,10/25/2022
745,41.89,4/27/2018,11/2/2019,12/23/2022
368,72.44,11/26/2021,11/14/2018,5/18/2020
414,102.86,4/17/2019,4/8/2023,6/7/2021
417,127.38,6/19/2018,8/10/2022,1/8/2018
628,153.51,6/7/2018,1/12/2018,11/17/2019
484,51.37,7/9/2018,8/25/2019,9/14/2023
527,77.23,11/27/2020,8/2/2023,3/7/2019
53,79.33,3/29/2020,10/16/2020,9/21/2019
320,159.67,11/30/2022,10/26/2021,9/10/2020
360,59.56,12/28/2020,6/3/2020,9/20/2020
565,56.26,3/1/2023,8/30/2019,5/8/2020
332,160.29,4/20/2020,10/3/2023,1/16/2021
470,150.73,3/22/2018,3/9/2020,3/28/2021
208,42.54,12/25/2019,4/16/2019,6/17/2020
141,29.24,5/29/2023,11/26/2023,10/2/2021
462,27.34,11/27/2023,9/18/2023,11/18/2021
507,116.62,9/27/2022,12/9/2021,10/30/2018
254,71.95,6/16/2023,4/26/2022,4/30/2023
159,128.19,10/25/2018,8/6/2019,12/31/2020
547,161.79,2/18/2020,5/10/2018,8/26/2023
846,101.0,9/13/2020,10/6/2020,4/29/2021
534,105.44,5/16/2019,11/22/2021,3/8/2018
770,70.95,5/15/2021,12/18/2023,9/22/2018
953,94.37,6/21/2018,10/5/2023,1/21/2021
21,101.72,11/5/2023,5/31/2023,2/24/2018
360,153.37,3/12/2020,6/27/2018,11/18/2021
137,107.42,1/3/2019,10/29/2019,6/27/2018
170,55.44,8/2/2019,9/25/2023,3/23/2023
614,120.34,1/25/2020,9/8/2023,1/29/2022
47,27.82,2/18/2018,9/30/2020,2/1/2021
4,141.56,1/4/2022,9/13/2020,8/4/2018
281,137.96,3/5/2022,12/10/2019,3/23/2023
225,62.65,8/17/2019,6/23/2019,3/3/2021
681,93.98,11/14/2018,4/8/2022,10/13/2019
49,151.39,4/12/2023,11/7/2023,1/7/2022
655,92.67,1/6/2023,12/10/2019,11/19/2023
235,122.12,4/14/2020,1/19/2022,5/25/2019
266,35.13,3/19/2021,5/21/2020,6/10/2018
848,64.86,2/14/2021,10/30/2022,1/27/2021
771,14.33,10/9/2021,7/30/2021,4/29/2023
359,142.61,3/16/2023,1/26/2023,9/24/2019
527,126.45,2/7/2018,8/9/2019,2/13/2022
96,22.77,8/18/2021,9/13/2020,10/10/2019
647,127.18,11/2/2021,7/28/2022,6/13/2020
92,168.6,10/2/2023,12/2/2018,10/4/2021
70,88.46,10/27/2021,1/25/2022,6/27/2021
659,117.05,4/18/2020,9/29/2023,7/3/2021
348,160.2,2/21/2020,3/30/2020,4/15/2018
484,169.95,5/20/2022,9/25/2022,3/17/2021
616,82.03,9/17/2023,2/15/2022,1/8/2021
687,164.02,9/15/2019,9/17/2021,3/20/2019
939,118.34,9/24/2021,1/15/2022,6/23/2019
893,80.74,1/22/2022,6/20/2020,4/25/2019
804,66.75,12/15/2022,4/25/2019,6/27/2020
752,52.26,9/10/2021,1/18/2020,8/7/2023
470,40.94,1/29/2022,9/7/2018,3/3/2022
932,62.59,9/22/2019,10/14/2022,9/30/2022
104,36.18,11/20/2020,9/11/2020,4/20/2020
120,56.65,8/6/2023,10/1/2019,6/4/2020
982,8.82,9/7/2022,6/1/2022,8/26/2018
626,96.76,4/13/2021,10/11/2022,9/7/2018
623,93.87,9/29/2018,2/14/2020,8/31/2019
530,33.45,8/15/2020,1/20/2023,11/4/2018
611,131.19,12/16/2019,12/8/2020,12/6/2022
202,154.64,12/18/2020,10/1/2022,7/20/2021
107,21.05,2/13/2021,11/29/2020,4/15/2021
624,100.04,3/23/2021,3/3/2020,4/26/2023
681,158.6,12/29/2019,5/11/2020,10/8/2021
76,89.17,6/27/2020,9/5/2018,7/10/2022
737,100.65,11/9/2021,5/19/2022,11/3/2023
721,21.11,1/3/2021,4/19/2019,8/3/2020
809,133.76,8/28/2021,11/2/2020,5/3/2019
414,104.56,3/31/2021,11/11/2019,3/21/2022
554,114.69,3/31/2020,9/24/2021,4/14/2018
642,63.94,12/21/2022,11/1/2023,7/16/2022
140,161.88,1/20/2022,1/24/2018,12/7/2022
909,22.9,10/27/2021,10/6/2018,5/20/2022
434,32.95,3/31/2018,5/3/2018,1/25/2022
207,101.5,8/7/2019,12/9/2018,11/11/2022
578,51.04,4/18/2021,11/9/2018,4/25/2020
590,150.46,1/23/2020,8/18/2023,1/29/2023
437,85.3,7/31/2022,5/30/2020,6/6/2022
814,128.2,7/7/2018,9/25/2022,3/19/2018
319,107.03,1/17/2022,6/21/2021,3/21/2021
28,156.82,9/7/2023,6/17/2021,11/27/2020
97,37.24,12/9/2023,12/30/2023,5/30/2018
536,144.35,9/20/2020,1/27/2023,4/7/2019
594,110.24,7/28/2023,8/23/2023,8/11/2021
108,72.45,10/20/2018,10/18/2021,8/31/2023
30,73.87,9/21/2018,4/11/2021,11/23/2022
124,167.78,11/13/2021,5/25/2022,5/5/2023
966,27.95,10/2/2023,2/16/2023,3/29/2021
916,71.31,12/25/2021,10/3/2018,11/17/2020
984,27.54,9/6/2023,11/23/2023,10/8/2023
860,161.72,9/7/2018,2/1/2018,6/19/2020
508,68.28,8/8/2022,10/8/2018,2/11/2019
546,49.34,4/2/2022,10/20/2018,12/27/2018
290,42.59,5/30/2023,2/7/2019,10/14/2018
76,8.77,6/20/2020,11/25/2022,3/6/2022
717,50.25,12/17/2021,1/30/2022,9/5/2018
992,141.41,7/17/2022,5/15/2018,2/8/2018
633,99.73,11/25/2020,10/8/2023,3/22/2022
194,64.26,9/26/2023,4/6/2022,6/10/2023
891,111.13,4/2/2018,10/26/2023,10/22/2019
313,147.92,3/7/2023,2/10/2021,2/2/2023
285,118.36,4/18/2022,7/18/2018,9/5/2022
916,40.94,7/13/2021,4/9/2020,7/13/2021
158,2.54,6/28/2022,3/23/2022,3/6/2022
325,169.47,10/14/2021,8/25/2022,3/21/2019
137,35.01,10/23/2019,4/23/2022,9/24/2020
322,7.41,1/31/2021,12/5/2022,12/3/2018
301,168.39,8/7/2019,7/24/2022,4/27/2019
532,48.99,7/24/2023,5/21/2022,7/19/2021
592,102.41,12/31/2018,2/24/2018,8/23/2018
904,148.56,9/28/2022,11/13/2019,9/24/2018
193,154.12,12/1/2022,3/30/2019,10/12/2023
726,156.31,6/12/2018,8/23/2018,8/6/2019
971,42.56,4/21/2021,7/17/2020,7/4/2020
5,168.0,7/9/2022,5/26/2018,7/8/2020
496,145.28,3/17/2020,11/21/2018,3/30/2021
782,24.78,2/16/2019,5/8/2021,2/11/2021
385,25.33,12/15/2020,2/24/2020,11/19/2018
797,115.05,9/28/2022,8/23/2022,8/10/2020
124,50.65,6/9/2022,2/17/2018,11/18/2022
267,137.29,10/16/2022,4/23/2023,3/24/2022
385,65.14,7/1/2019,4/20/2022,9/3/2018
259,147.33,6/17/2022,8/28/2018,5/16/2023
258,131.25,12/12/2021,9/2/2019,10/23/2022
150,23.61,11/11/2018,5/27/2022,3/16/2020
560,127.45,1/17/2022,4/28/2020,9/4/2021
863,60.7,6/3/2020,9/30/2018,8/28/2022
935,17.91,4/2/2022,5/6/2019,3/29/2021
534,4.89,4/16/2019,5/6/2021,12/15/2020
278,20.27,5/6/2023,7/30/2019,2/2/2019
649,108.14,9/28/2018,2/23/2019,5/16/2019
145,160.09,5/9/2020,3/24/2018,2/15/2022
598,84.73,6/30/2020,7/31/2021,3/4/2018
972,146.48,7/18/2021,12/29/2023,12/3/2018
445,33.34,5/20/2022,8/3/2019,3/16/2020
76,29.25,7/11/2018,7/12/2019,12/31/2021
798,7.4,11/23/2021,10/22/2018,4/8/2018
694,137.72,1/29/2022,12/14/2021,6/6/2019
788,69.26,12/5/2023,3/30/2019,8/23/2022
29,174.54,12/26/2021,3/17/2018,10/19/2022
203,112.87,12/23/2023,9/15/2019,11/16/2022
601,117.39,11/9/2021,12/22/2022,4/9/2020
190,117.37,1/23/2021,2/2/2023,12/5/2022
938,174.29,10/27/2018,2/18/2020,4/13/2023
532,9.28,8/23/2019,9/1/2020,12/29/2023
9,102.63,7/6/2019,8/15/2023,1/18/2021
577,153.49,9/12/2020,5/12/2022,1/8/2019
545,92.38,11/2/2018,9/10/2022,12/23/2021
151,141.89,8/24/2021,11/7/2023,10/25/2019
441,73.78,10/13/2021,2/21/2023,12/26/2023
805,53.56,12/20/2021,7/8/2021,11/17/2023
651,77.22,4/9/2021,8/14/2023,6/15/2022
284,173.57,1/21/2022,7/11/2020,6/16/2023
788,6.97,2/1/2019,2/29/2020,7/12/2019
819,28.01,6/11/2022,7/26/2023,3/15/2018
586,39.19,12/6/2018,11/9/2018,12/16/2022
614,39.29,3/20/2023,7/7/2021,7/18/2021
50,136.91,9/15/2023,7/9/2023,6/30/2022
891,169.63,1/7/2019,4/27/2019,12/1/2019
724,162.71,11/2/2022,3/20/2022,2/19/2021
847,125.47,10/10/2023,7/31/2022,8/28/2020
180,37.29,8/14/2023,9/25/2022,3/17/2023
505,23.61,4/25/2022,1/23/2020,6/3/2019
953,68.67,6/13/2021,2/6/2019,3/30/2019
364,73.62,11/12/2020,11/21/2019,11/15/2019
496,152.33,8/18/2021,12/10/2021,9/16/2023
590,132.35,12/1/2023,11/19/2019,3/24/2020
24,73.85,9/3/2019,8/29/2022,5/16/2021
125,150.48,5/4/2018,2/2/2023,9/27/2021
675,88.47,9/24/2018,6/8/2021,12/22/2022
809,69.3,6/5/2023,12/20/2019,3/31/2018
89,54.66,12/16/2018,2/8/2020,9/5/2019
653,99.83,2/1/2018,11/5/2022,2/9/2019
37,155.29,11/22/2019,8/31/2021,9/18/2019
