product_name,manufacturer,current_price,quantity,category,subcategory,discount_percentage
Product 661,Kamba,829683.86,5669,Clothing,Non-Fiction,49.44
Product 222,Feedmix,528215.35,773,Books,TVs,45.75
Product 281,Youspan,441799.36,9700,Beauty,Makeup,77.19
Product 210,Dynabox,177423.87,9601,Books,Shirts,90.1
Product 841,Topdrive,701170.04,8135,Food,Skincare,85.11
Product 933,Trudeo,799679.42,7330,Beauty,Fiction,1.4
Product 396,Youbridge,97988.15,3544,Beauty,Laptops,2.88
Product 493,Camido,707237.85,7660,Electronics,Appliances,22.5
Product 785,Eamia,464958.59,4114,Food,Furniture,10.77
Product 567,Skilith,930243.84,3411,Clothing,Makeup,29.64
Product 698,Quinu,307224.79,1398,Sports,Furniture,43.1
Product 525,Livefish,361218.14,2010,Electronics,Snacks,50.32
Product 450,Bluezoom,670872.53,5906,Food,Board Games,45.94
Product 618,Skilith,53661.22,5350,Home,Furniture,34.51
Product 850,Fivechat,878160.71,8511,Food,Pants,21.23
Product 557,Jayo,903604.45,8438,Sports,Snacks,7.95
Product 317,Vinder,730520.55,9320,Books,Board Games,58.29
Product 308,Twitternation,96064.11,7231,Beauty,Furniture,50.43
Product 920,Kanoodle,325627.95,7197,Food,Fiction,3.69
Product 819,Rhynoodle,279281.03,2119,Clothing,Skincare,19.21
Product 330,Voolith,994834.93,9600,Clothing,Non-Fiction,36.31
Product 597,Yodoo,121684.66,4527,Beauty,Non-Fiction,59.63
Product 491,Twitterbridge,434000.81,7604,Food,Fiction,79.71
Product 155,Yacero,218527.6,9068,Clothing,TVs,61.97
Product 446,Aimbu,155850.49,7333,Books,Furniture,69.41
Product 697,Aivee,380106.85,6520,Electronics,Laptops,82.77
Product 384,Midel,341402.55,810,Home,Pants,3.86
Product 691,Wikizz,695536.07,4184,Food,Snacks,66.29
Product 721,Teklist,730362.45,9383,Food,Beverages,49.84
Product 815,Fadeo,879932.28,171,Sports,TVs,46.78
Product 36,Quinu,573537.19,5098,Books,TVs,77.78
Product 827,Camido,392357.59,8039,Clothing,Non-Fiction,74.38
Product 572,Shufflebeat,878622.82,5820,Electronics,Appliances,37.17
Product 2,Youbridge,471867.53,4713,Electronics,Furniture,73.32
Product 612,Realcube,195380.43,2570,Food,Appliances,7.91
Product 80,Yodo,925772.8,9986,Clothing,TVs,11.72
Product 650,Mynte,100181.49,4959,Toys,Snacks,64.21
Product 734,Zooxo,722866.45,2059,Electronics,Board Games,30.21
Product 545,Leenti,855761.46,8032,Books,Skincare,82.01
Product 311,Browsebug,83470.35,7652,Toys,Snacks,62.57
Product 22,Edgewire,156001.84,2320,Clothing,TVs,58.79
Product 819,Eazzy,755870.89,466,Beauty,Laptops,30.16
Product 958,Dynazzy,722264.2,9051,Beauty,Laptops,36.01
Product 23,Topiclounge,236575.43,9097,Clothing,Skincare,21.85
Product 993,Zoomzone,915412.48,9741,Clothing,Appliances,63.7
Product 265,LiveZ,46139.92,3875,Electronics,Board Games,66.73
Product 210,Skalith,239178.29,6842,Toys,Snacks,20.09
Product 155,Youopia,604005.48,1387,Clothing,Pants,90.46
Product 455,Photofeed,854922.79,903,Beauty,Makeup,13.01
Product 385,Katz,732034.14,3252,Beauty,Beverages,91.84
Product 93,Meetz,270425.67,1718,Food,Makeup,7.79
Product 488,Zoonder,71117.69,9417,Clothing,Makeup,46.48
Product 119,Mydeo,115383.82,2756,Clothing,Laptops,48.2
Product 475,Flipopia,31781.65,4164,Toys,Snacks,18.27
Product 586,Divavu,37548.33,2885,Electronics,Fitness,81.03
Product 233,Browseblab,560618.57,60,Sports,Skincare,57.85
Product 506,Dynava,343888.49,564,Clothing,Beverages,81.18
Product 863,Shufflebeat,156907.81,173,Toys,Board Games,4.75
Product 582,Avamm,743381.39,4059,Books,Fitness,66.46
Product 833,Skiba,238260.18,6290,Toys,Skincare,42.81
Product 689,Mymm,121580.08,6571,Food,TVs,90.31
Product 254,Mycat,342137.8,8339,Food,Beverages,66.42
Product 1000,Eire,245333.61,6100,Clothing,Shirts,20.53
Product 680,Skyndu,647858.77,4804,Electronics,Beverages,53.88
Product 58,Oyoloo,106081.01,202,Sports,Board Games,14.12
Product 229,Zoombeat,610500.2,8281,Toys,Furniture,75.3
Product 731,Talane,145781.88,2522,Electronics,TVs,58.83
Product 38,Tazz,636381.04,5774,Beauty,Non-Fiction,25.96
Product 534,Jetwire,106189.98,5935,Clothing,Laptops,74.17
Product 542,Skippad,638561.64,2714,Books,Appliances,94.36
Product 333,Gabtype,233054.9,503,Books,Non-Fiction,62.01
Product 571,Youtags,968729.37,343,Clothing,Makeup,79.8
Product 970,Photolist,530502.31,8399,Toys,Shirts,49.62
Product 44,Realcube,730687.84,6223,Electronics,Appliances,18.56
Product 138,Bubblebox,652128.11,1103,Food,Shirts,91.26
Product 249,Riffpedia,273242.38,4649,Clothing,Laptops,88.97
Product 2,Thoughtmix,277372.93,7447,Sports,Fitness,43.48
Product 632,Livefish,332806.65,9712,Clothing,Beverages,21.35
Product 535,Devpulse,301541.28,9036,Clothing,Shirts,22.16
Product 471,Abatz,117390.73,6681,Beauty,Beverages,38.42
Product 465,Edgepulse,947563.11,4274,Sports,Snacks,68.81
Product 278,Edgewire,728049.1,3683,Clothing,TVs,86.65
Product 209,Demivee,616236.94,5019,Books,Furniture,78.1
Product 2,Eimbee,399074.71,8464,Toys,Snacks,86.56
Product 629,Fatz,825396.59,703,Food,Board Games,38.37
Product 200,Brainbox,163907.43,7363,Books,Fitness,23.44
Product 913,Skipfire,485111.47,8827,Clothing,Snacks,70.52
Product 589,Flipbug,528404.47,5927,Food,Board Games,78.15
Product 506,Gigashots,624986.57,8180,Toys,Furniture,47.6
Product 341,Realcube,197490.04,477,Beauty,Board Games,19.22
Product 523,Twitterlist,849899.89,4396,Electronics,Skincare,49.06
Product 583,Zoonoodle,659860.05,7637,Books,Board Games,7.47
Product 542,Quamba,950620.87,1883,Food,Pants,32.41
Product 82,Gabspot,512437.96,2393,Food,Non-Fiction,5.3
Product 943,Kwimbee,758579.95,1894,Sports,Shirts,70.63
Product 930,Gabvine,787346.09,4939,Beauty,Laptops,12.74
Product 795,Meeveo,552004.41,4604,Books,Snacks,63.13
Product 114,Demizz,400229.65,1135,Sports,Board Games,53.83
Product 834,Demizz,351715.27,7090,Home,Appliances,22.56
Product 59,Twitterwire,73285.4,4461,Sports,Laptops,58.71
Product 75,Jazzy,713244.53,6268,Clothing,Snacks,41.99
Product 324,Quinu,181659.85,1387,Food,Snacks,19.21
Product 786,Bluejam,426733.27,298,Beauty,Snacks,24.09
Product 144,Skibox,550435.85,7287,Books,Laptops,68.16
Product 770,Teklist,842038.96,3198,Books,Fitness,69.54
Product 530,Thoughtbridge,388799.28,8666,Sports,Beverages,94.8
Product 50,Livepath,577718.43,1055,Food,Appliances,84.31
Product 580,Kazu,272631.96,6764,Electronics,Laptops,88.26
Product 86,Jabberstorm,435847.37,9907,Toys,Snacks,64.91
Product 946,Feedbug,42230.91,7598,Books,Makeup,9.47
Product 704,Digitube,226442.23,5866,Home,Snacks,20.44
Product 958,Katz,929654.92,1926,Toys,Shirts,69.34
Product 786,Katz,330635.12,8136,Toys,Snacks,59.74
Product 334,Browseblab,454833.98,2314,Food,Pants,48.39
Product 34,Tagchat,28781.88,7027,Books,Snacks,57.82
Product 39,Topicblab,449309.59,7019,Home,Appliances,11.33
Product 977,DabZ,314447.98,7964,Clothing,Beverages,16.95
Product 292,Feedbug,535462.93,4351,Clothing,Pants,4.55
Product 539,Miboo,951129.14,9383,Electronics,Skincare,82.02
Product 118,Zoomdog,579066.99,1818,Clothing,Makeup,36.62
Product 513,Skivee,41308.54,5959,Home,Appliances,48.7
Product 479,Skipstorm,670871.97,7279,Food,Fitness,5.32
Product 4,Skynoodle,711246.86,2839,Food,Makeup,39.82
Product 633,Babbleblab,833521.6,6992,Books,Shirts,45.94
Product 708,Aimbo,732400.5,4721,Food,Makeup,52.93
Product 358,Jetpulse,424001.46,7127,Toys,Makeup,60.32
Product 90,Twitterworks,641287.83,2397,Beauty,Snacks,78.06
Product 861,Janyx,571138.05,9004,Books,Non-Fiction,97.86
Product 931,Flashset,135365.8,8113,Clothing,Board Games,16.53
Product 546,Abata,512456.17,9896,Books,Beverages,94.63
Product 460,Twiyo,176447.08,6355,Sports,Pants,27.28
Product 944,Quatz,236231.77,1536,Home,Pants,99.53
Product 562,Tazz,645035.84,2471,Food,Laptops,66.67
Product 454,Browsebug,936381.37,8935,Electronics,Beverages,72.92
Product 853,Mymm,820161.96,3979,Clothing,Snacks,62.86
Product 69,Rhybox,175477.33,1363,Toys,Fiction,55.81
Product 811,Vidoo,947598.88,4324,Electronics,Non-Fiction,11.35
Product 743,Tazz,949411.25,4147,Toys,Beverages,23.98
Product 533,Photofeed,363850.56,9827,Beauty,Pants,56.29
Product 980,Voomm,982241.74,7780,Clothing,Shirts,33.29
Product 77,Kwilith,865888.63,6443,Home,Laptops,88.97
Product 190,Photobug,222322.39,7233,Food,Skincare,47.33
Product 746,Gigazoom,317106.7,3877,Sports,Laptops,36.09
Product 729,Jatri,337687.39,6786,Clothing,Fiction,97.5
Product 53,Realcube,550181.02,6710,Electronics,Furniture,68.64
Product 958,Skippad,699242.06,5259,Beauty,Furniture,22.89
Product 251,Aimbu,655292.38,3756,Home,Appliances,43.64
Product 309,Shufflebeat,919701.57,9452,Books,Fitness,16.13
Product 16,Vipe,906483.65,9581,Books,TVs,74.5
Product 330,Youspan,472497.61,7047,Sports,Board Games,41.74
Product 847,Youtags,522405.97,1265,Beauty,Fitness,23.57
Product 563,Demizz,488061.45,2456,Electronics,Furniture,60.29
Product 937,Yakidoo,236560.13,1440,Home,Fitness,5.76
Product 79,Flashspan,364857.05,8212,Clothing,Fiction,81.49
Product 218,Livepath,844011.3,8495,Beauty,TVs,1.18
Product 405,Kare,466918.18,8110,Toys,Fiction,72.26
Product 629,Meedoo,584059.36,9948,Beauty,Pants,99.39
Product 854,Demizz,152723.47,4724,Books,Laptops,50.32
Product 857,Gabcube,890605.01,2427,Electronics,Board Games,88
Product 184,Ozu,963336.4,2849,Electronics,Beverages,82.89
Product 380,Yodo,399012.54,9236,Beauty,TVs,3.73
Product 831,Twitterworks,693254.83,3076,Home,Skincare,39.9
Product 907,Dabjam,627830.5,1985,Home,Shirts,81.69
Product 885,Youbridge,862450.29,7732,Home,Non-Fiction,73.2
Product 214,Blognation,948069.45,424,Toys,Non-Fiction,96.91
Product 878,Divanoodle,172551.03,7226,Food,Shirts,61.04
Product 896,Wordify,677464.96,5661,Clothing,Board Games,57
Product 373,Thoughtsphere,378911.62,16,Beauty,TVs,31.66
Product 758,Realpoint,695728.86,4448,Clothing,Shirts,94.34
Product 808,Vipe,844305.33,6899,Sports,Skincare,76.28
Product 536,Skilith,515990.45,7850,Electronics,Skincare,80.3
Product 604,Eidel,474709.32,8101,Books,Fiction,93.79
Product 199,Skyndu,103231.51,9684,Sports,Makeup,92.37
Product 413,Voonte,998042.39,1996,Toys,Pants,90.08
Product 940,Bubbletube,523510.23,5287,Sports,Board Games,36.35
Product 537,Browsezoom,273818.49,4895,Books,Board Games,32.93
Product 266,Flashset,668197.74,1727,Food,Board Games,15.43
Product 183,Jayo,759417.94,4064,Home,Fiction,13.84
Product 74,Agivu,745062.25,4406,Home,Makeup,15.61
Product 859,Centidel,543713.37,3427,Books,Board Games,29.33
Product 174,Blogtag,452748.16,8546,Food,Shirts,60.89
Product 506,Zooveo,918333.33,1475,Books,Snacks,76.24
Product 726,Eayo,961330.89,5023,Toys,Laptops,50.2
Product 887,Browsetype,921101.36,9571,Electronics,Beverages,45.49
Product 477,Agimba,260842.16,6286,Food,Non-Fiction,91.59
Product 70,Aimbu,827874.34,3248,Food,Fiction,70.18
Product 262,Cogilith,343935.25,916,Beauty,Pants,29.25
Product 913,Twinte,291930.25,4159,Clothing,Furniture,87.75
Product 20,Katz,252824.81,7069,Electronics,Snacks,12.35
Product 378,Kimia,634675.62,5191,Clothing,TVs,42.65
Product 234,Eayo,420527.07,6929,Clothing,Shirts,88.61
Product 345,Edgetag,954670.64,3057,Books,Non-Fiction,39.31
Product 215,Edgepulse,509774.03,2396,Home,Pants,39.92
Product 193,Browsezoom,435193.87,9379,Beauty,Laptops,66.18
Product 332,Vitz,240341.78,9188,Home,Appliances,56.15
Product 250,Jayo,859147.74,3462,Toys,Makeup,60
Product 432,Zoomdog,694231.68,5959,Electronics,Makeup,5.33
Product 113,Voomm,661416.19,1171,Food,Non-Fiction,91.64
Product 68,Zazio,516022.78,1545,Books,Snacks,94.1
Product 61,Yodoo,424513.88,3556,Books,Laptops,57.47
Product 808,Meetz,444679.65,2548,Home,Skincare,74.43
Product 711,Thoughtblab,30231.95,8297,Food,Shirts,73.45
Product 150,Rhybox,459791.48,7889,Food,Fiction,51.56
Product 59,Katz,827187.43,3366,Books,Appliances,69.37
Product 385,Kaymbo,312100.86,7927,Books,Laptops,51.73
Product 791,Teklist,36845.03,5478,Home,Appliances,3.11
Product 969,Meezzy,145936.34,8936,Sports,Fiction,71.43
Product 907,Fatz,111371.8,1691,Electronics,Furniture,49.88
Product 205,Innojam,610095.19,1320,Clothing,Skincare,96.11
Product 326,Reallinks,670083.32,8249,Clothing,Beverages,96.72
Product 902,Lajo,967644.33,3457,Beauty,Fitness,28.36
Product 46,Meedoo,629877.9,2813,Books,Appliances,65.82
Product 289,Photobug,786187.65,8829,Electronics,Beverages,8.73
Product 659,Fivespan,485929.68,9369,Electronics,Fiction,29.47
Product 781,Aimbu,670766.1,9086,Beauty,Board Games,29.91
Product 961,Thoughtstorm,173976.03,2198,Food,Fitness,44.43
Product 304,Photospace,878011,4896,Toys,Furniture,63.47
Product 395,Flashdog,19617.55,1558,Books,Board Games,64.09
Product 134,Dazzlesphere,807266.41,6668,Books,Non-Fiction,15.45
Product 393,Miboo,872911.74,426,Toys,Snacks,26.13
Product 785,Yodel,853631.79,9684,Clothing,Pants,58.21
Product 203,Brainsphere,135361.76,5836,Books,Fiction,65.79
Product 430,InnoZ,962617.87,6130,Toys,TVs,55.27
Product 530,Riffpath,53438.8,2849,Clothing,Beverages,62.96
Product 241,Edgetag,27558.99,1281,Sports,Appliances,50.31
Product 70,Edgeclub,439731.4,1223,Electronics,Skincare,4.92
Product 157,Oyope,170784.08,1189,Clothing,Laptops,16.87
Product 633,Jabbertype,668729.68,4885,Beauty,Appliances,53.13
Product 48,Fivechat,993302.63,423,Toys,Beverages,80.6
Product 435,Photofeed,743119.98,6896,Beauty,Appliances,78.12
Product 538,Devpoint,438805.54,2478,Books,TVs,15.93
Product 463,Realcube,313716.66,5925,Books,Non-Fiction,49.79
Product 224,Browsetype,358764.32,2994,Home,Skincare,77
Product 980,Meemm,570891.18,9777,Clothing,Board Games,36.44
Product 771,Wikido,79137.99,2088,Food,Pants,98.39
Product 323,Meejo,808907.79,9019,Sports,Fiction,61.37
Product 303,Meemm,185904.97,1498,Beauty,Non-Fiction,29.67
Product 737,Ozu,573618.06,5641,Sports,Non-Fiction,65.62
Product 494,Kwinu,318757.23,5573,Food,Fitness,81.27
Product 262,Pixoboo,171508.47,7445,Toys,Furniture,78.85
Product 223,Camido,980044.14,3224,Books,Snacks,81.4
Product 407,Twitterlist,408080.74,1655,Clothing,Furniture,82.96
Product 972,Flashspan,457885.36,5777,Books,Laptops,34.4
Product 211,Tagfeed,868567.29,4302,Beauty,Shirts,56.39
Product 769,Digitube,583405.94,2071,Clothing,Fiction,47.3
Product 619,Kwideo,649824.22,9946,Clothing,Makeup,43.35
Product 613,Skipfire,616801.37,323,Electronics,Laptops,37.17
Product 476,Oyoyo,31764.76,6041,Electronics,Non-Fiction,97.37
Product 521,Kwilith,103130.81,1750,Food,Non-Fiction,3.43
Product 283,Feedfire,432991.17,9165,Beauty,Fitness,95.73
Product 339,Linkbridge,86987.9,1782,Toys,Laptops,5.15
Product 340,Feedfish,317759.8,3244,Sports,Beverages,23.78
Product 719,Buzzshare,85076.14,2128,Electronics,Snacks,99.77
Product 801,Ozu,22244.13,8419,Toys,Laptops,42.04
Product 768,Oloo,66611.9,2044,Books,Laptops,65.19
Product 882,Skilith,203874.04,3430,Toys,Fiction,71.77
Product 771,Dynava,486788.41,2904,Electronics,Laptops,71.89
Product 149,Lajo,606312.67,9616,Beauty,Non-Fiction,68.41
Product 998,Twinder,285480.92,7688,Home,Snacks,12.04
Product 882,Blogspan,386948.67,6282,Sports,Beverages,51.31
Product 119,Dynabox,259155.46,2012,Food,Board Games,63.05
Product 403,Edgeblab,848793.2,4734,Electronics,Shirts,25.81
Product 675,Abatz,237922.34,2709,Home,Furniture,60.99
Product 72,Realcube,309518.23,2657,Home,Shirts,75.34
Product 983,Centimia,210083.71,9311,Sports,Fiction,14.5
Product 768,Flashset,676442.1,150,Clothing,Makeup,99.82
Product 93,Edgetag,749153.8,4604,Food,TVs,31.2
Product 36,Zooxo,218011.73,7322,Clothing,Makeup,12.25
Product 783,Roomm,849186.49,4592,Electronics,Beverages,72.38
Product 594,Leenti,554151.46,1359,Beauty,Pants,77.02
Product 705,Feedfish,89568.88,72,Toys,Appliances,18.3
Product 490,Plambee,80852.02,3332,Sports,Skincare,57.44
Product 284,Kimia,682030.02,6597,Electronics,TVs,38.47
Product 524,Edgeify,251186.72,5672,Food,Beverages,47.5
Product 166,Oyoyo,452085.46,4377,Beauty,Skincare,53.49
Product 703,Wikido,964888.25,1961,Home,Board Games,18.75
Product 695,Janyx,197435.82,7863,Food,Skincare,99.99
Product 637,Shufflester,315866.55,2028,Electronics,Snacks,23.91
Product 558,Devpoint,891310.99,3794,Food,Non-Fiction,94.99
Product 968,Centidel,850136.07,7191,Toys,Snacks,96.19
Product 401,Skyndu,762370.28,7328,Beauty,Fiction,21.79
Product 181,Abatz,20924.27,3450,Food,Fiction,3.89
Product 595,Avamm,803677.43,7269,Electronics,Non-Fiction,72.85
Product 968,Realblab,918200.13,9630,Home,Furniture,56.84
Product 385,Twitterbridge,848732.54,7067,Home,Beverages,17.73
Product 110,Dynava,475739.87,7577,Sports,Makeup,30.38
Product 148,Roomm,664460.98,253,Books,Fiction,53.84
Product 461,Topiclounge,18057.16,4120,Sports,Fiction,17.7
Product 282,Leexo,786069.58,207,Food,Furniture,33.08
Product 850,Skivee,146154.49,4369,Books,Fitness,81.29
Product 378,Jayo,98087.06,2821,Electronics,Beverages,1.24
Product 139,Agimba,505934.37,1518,Toys,Laptops,14.59
Product 422,Izio,87707.99,4664,Beauty,Pants,25.86
Product 250,Flipopia,338991.88,167,Sports,Laptops,41.37
Product 915,Tazz,13954,2106,Food,Appliances,75.26
Product 996,Twitterbeat,849583.04,4710,Books,Laptops,79.98
Product 278,Trilia,52108.79,8652,Sports,Makeup,53.93
Product 83,Riffpedia,787989.87,7905,Sports,Snacks,60.71
Product 393,Dynazzy,488525.26,3525,Clothing,Furniture,74.93
Product 438,Cogidoo,44194.21,7925,Books,Furniture,21.37
Product 159,Cogilith,876483.27,5148,Clothing,Snacks,59.54
Product 997,Twiyo,417110.65,1484,Electronics,Pants,29.47
Product 996,Cogidoo,123615.44,6009,Electronics,Non-Fiction,54.03
Product 613,Janyx,855548.82,4247,Toys,Shirts,20.57
Product 923,Avamm,340127.92,2653,Food,TVs,77.89
Product 105,Gigazoom,724568.78,695,Food,Appliances,14.85
Product 24,Skyble,828104.91,9078,Electronics,Makeup,21.54
Product 229,Livefish,825280.75,4245,Clothing,Laptops,52.73
Product 911,Avamba,867909.49,4772,Home,TVs,87.11
Product 171,Fatz,699824.51,530,Toys,TVs,58.21
Product 338,Zoomdog,67797.88,7651,Food,Board Games,44.58
Product 500,Einti,959807.52,8120,Electronics,Board Games,70.96
Product 839,Fanoodle,776859.6,6786,Toys,Non-Fiction,1.69
Product 206,Yambee,477520.02,3813,Food,Snacks,95.64
Product 681,Tazz,958742.6,8275,Home,Laptops,79.03
Product 61,Voolith,825462.21,6721,Books,Makeup,97.55
Product 376,Omba,692266.07,9980,Home,Beverages,26.09
Product 376,Quinu,203834.33,2122,Food,Fiction,37.22
Product 981,Ainyx,548079.1,4297,Electronics,Skincare,38.87
Product 191,Feedfish,578811.83,8157,Clothing,Snacks,32.48
Product 240,Babbleblab,89375.07,6540,Books,Non-Fiction,61.42
Product 718,Aimbo,685822.55,6370,Electronics,Beverages,61.43
Product 566,Livefish,745499.25,2680,Electronics,TVs,74.67
Product 290,Riffpath,647559.65,6045,Clothing,Laptops,78.78
Product 150,Pixonyx,658367.94,6549,Beauty,Non-Fiction,90.02
Product 39,Babbleopia,586621.37,2695,Home,Board Games,14.94
Product 96,Thoughtmix,108929.94,7202,Books,Board Games,10.78
Product 381,Oba,102615.34,5119,Books,Laptops,73.5
Product 690,Skivee,652891.39,8919,Beauty,Fitness,36.99
Product 974,Realcube,494441.99,5744,Electronics,Non-Fiction,49.12
Product 227,Quinu,748286.84,3071,Electronics,Laptops,53.01
Product 895,Skalith,35835.48,2277,Clothing,Furniture,11.76
Product 238,Trilith,696338.72,687,Books,Fiction,40.85
Product 43,Eazzy,991000.45,6446,Food,Beverages,20.11
Product 613,Zoomdog,707093.31,5354,Clothing,TVs,79.92
Product 370,Katz,911509.9,5971,Food,Fiction,91.35
Product 580,Yacero,874190.98,24,Clothing,Shirts,33.2
Product 142,Edgetag,626328.78,7949,Sports,TVs,10.28
Product 808,Twinder,625685.83,3441,Home,Board Games,75.14
Product 647,Wordpedia,231116.84,1934,Electronics,Snacks,75.71
Product 61,Oba,261814.58,3470,Toys,Shirts,40.42
Product 412,Oozz,785200.14,2498,Toys,Non-Fiction,68.62
Product 650,Browsedrive,176426.61,7972,Home,Non-Fiction,4.39
Product 195,Browsetype,907284.77,126,Electronics,Fitness,73.68
Product 482,Browsedrive,116335.88,5187,Clothing,Shirts,25.4
Product 707,Flipstorm,606419.2,9555,Home,Board Games,85.74
Product 489,Meetz,10097.06,9064,Beauty,Makeup,25.26
Product 491,Thoughtstorm,389364.82,3125,Electronics,Board Games,84.7
Product 475,Yambee,236596.02,7165,Sports,Pants,35.97
Product 426,Photofeed,536350.04,8547,Toys,Board Games,86.29
Product 281,Photobean,257013.7,9668,Books,Board Games,16
Product 515,Photojam,691938.41,4832,Toys,Fiction,6.66
Product 188,Photospace,133056.87,3909,Electronics,Board Games,99.66
Product 848,Bluejam,525626.75,723,Books,Non-Fiction,11.87
Product 675,Devshare,623761.44,9779,Toys,TVs,90.88
Product 849,Camido,942014.67,1992,Home,Fitness,6.54
Product 185,Trunyx,22716.51,9402,Clothing,Fitness,87
Product 890,Ooba,70369.28,8881,Clothing,Furniture,99.36
Product 245,Thoughtmix,87075.81,9634,Sports,Fitness,98.19
Product 729,Realblab,466351.96,7590,Food,Non-Fiction,39.28
Product 45,DabZ,26616.75,6351,Clothing,TVs,58.9
Product 354,Bubblebox,91154.22,8993,Books,Shirts,44.93
Product 226,Yodel,687220.56,8858,Electronics,Pants,73.68
Product 258,Oodoo,423015.73,4956,Beauty,Fitness,23.36
Product 789,Yata,868902.14,7009,Home,Pants,47.77
Product 440,Skyndu,138047.12,3371,Clothing,Non-Fiction,64.87
Product 624,Roodel,50558.56,3770,Food,Fiction,37.9
Product 129,Yabox,707206.06,6245,Clothing,Board Games,11.59
Product 439,Zoovu,910268.52,6730,Food,Laptops,7.47
Product 563,Vipe,541950.59,1084,Electronics,Furniture,99.89
Product 417,Brainlounge,338521.23,4519,Sports,Skincare,72.43
Product 323,Rooxo,944184.79,2810,Electronics,Fitness,50.82
Product 602,Skimia,952180.85,3240,Toys,Skincare,62.94
Product 835,Eamia,944810.59,76,Electronics,Shirts,36.28
Product 814,Twinte,652289.36,847,Electronics,Laptops,28.61
Product 388,Mita,485583.92,8743,Books,Pants,5.56
Product 413,InnoZ,307406.92,9499,Beauty,Skincare,77.85
Product 46,Fanoodle,148986.65,8172,Food,Fitness,9.08
Product 942,Agimba,276700.33,7745,Toys,Skincare,13.87
Product 381,Babbleblab,517446.24,9040,Clothing,Non-Fiction,72.84
Product 204,Flipopia,577185.64,4268,Home,Skincare,87.74
Product 566,Thoughtworks,767477.94,3786,Food,Board Games,13.28
Product 893,Fivespan,93263.59,3664,Beauty,Snacks,33.99
Product 168,Kwinu,603259.38,9658,Sports,Laptops,86.09
Product 29,Photojam,153062.79,7450,Beauty,Makeup,70.04
Product 86,Fivebridge,866450.94,4268,Toys,TVs,31.53
Product 539,Realcube,30779.53,9944,Clothing,Skincare,76.08
Product 120,Leexo,840128.67,1072,Books,Makeup,75.93
Product 847,Eabox,568283.48,9114,Electronics,TVs,69.21
Product 191,Camimbo,995552.77,1881,Home,Board Games,63.19
Product 505,Fatz,659393.49,901,Clothing,Pants,56.81
Product 169,Twiyo,209787.86,7657,Home,Snacks,77.95
Product 914,Flashset,320031.46,6692,Books,Snacks,75.81
Product 858,Skynoodle,538428.22,4031,Toys,Laptops,51.02
Product 723,Lazz,357088.65,7520,Books,Fiction,42.55
Product 101,BlogXS,225086.97,8301,Toys,Makeup,80.44
Product 790,Voomm,146253.95,2058,Toys,Pants,97.56
Product 14,Yacero,368416.61,97,Clothing,Fiction,20.77
Product 495,Yakitri,180170.14,8951,Sports,Snacks,77.53
Product 758,Buzzster,887533.41,8042,Books,Fiction,62.1
Product 121,Mycat,690583.83,2916,Food,Makeup,23.57
Product 522,Skynoodle,735923.37,1207,Sports,Board Games,54.75
Product 899,Gigaclub,657813.01,1874,Beauty,Fitness,88.91
Product 627,Yotz,452812.23,3036,Sports,Non-Fiction,83.14
Product 910,Avamba,648505.12,7824,Clothing,Board Games,45.79
Product 762,Jayo,150229.16,5,Home,Pants,54.76
Product 913,Agimba,617151.67,4331,Food,Board Games,43.72
Product 151,Twinder,388041.1,8596,Electronics,Non-Fiction,86.63
Product 730,Bluejam,827947.95,2915,Clothing,Snacks,97.55
Product 617,Photobug,384766.82,2226,Sports,Board Games,79.49
Product 639,Zooxo,415129.57,893,Toys,Beverages,37.93
Product 142,Feedfire,346360.68,3443,Clothing,Pants,7.74
Product 725,Viva,592359.31,8661,Books,Non-Fiction,8.3
Product 206,Zoomlounge,538502.08,64,Clothing,Fiction,31.76
Product 262,Realpoint,789835.57,268,Food,Fiction,51.59
Product 659,Kwilith,425886.83,1652,Electronics,Snacks,9.52
Product 988,Myworks,792253.82,4037,Electronics,Skincare,70.2
Product 831,Quatz,233776.27,4224,Electronics,Laptops,55.19
Product 80,Nlounge,140654.51,8578,Toys,Non-Fiction,75.86
Product 43,Minyx,163052.58,4462,Electronics,Fiction,64.34
Product 666,Yabox,219581.22,1822,Home,Makeup,57.96
Product 453,Skivee,685652.03,5273,Home,Fiction,31.15
Product 771,Edgeify,402655.32,6972,Books,Snacks,76.38
Product 372,Trupe,80881.12,8285,Clothing,Appliances,43
Product 392,Youbridge,475499.29,6874,Sports,Appliances,47.4
Product 165,Jayo,946500.99,6703,Clothing,Shirts,62.03
Product 820,Latz,374520.48,9703,Home,Snacks,32.04
Product 781,Ntag,53887.39,9263,Food,Fiction,75.88
Product 949,Jaloo,815173.94,986,Sports,Furniture,91.51
Product 374,Babbleopia,45276.49,6757,Sports,Beverages,15.78
Product 540,Flashpoint,906567.74,3526,Books,Appliances,28.79
Product 567,Eazzy,104842.91,4536,Sports,Snacks,85.31
Product 518,Abata,694717.97,3127,Books,Laptops,96.56
Product 726,Meezzy,535277.05,3533,Beauty,Beverages,28.21
Product 501,Cogilith,827072.17,1129,Food,Beverages,7.43
Product 399,Mynte,140990.86,4996,Beauty,Makeup,10.06
Product 285,Quinu,748435.88,6993,Beauty,Pants,58.32
Product 355,Riffwire,732697.72,6870,Food,TVs,25.94
Product 442,Camimbo,820529.25,5773,Toys,Board Games,55.39
Product 544,Skimia,910290.69,5102,Food,Non-Fiction,14.72
