order_id,product_id,quantity,total,discount_percentage,total_after_discount,trx_date
450,133,76,0.0,0.0,0.0,7/17/2021 05:01:54
451,324,146,0.0,0.0,0.0,2/8/2021 20:54:34
452,122,30,0.0,0.0,0.0,5/2/2021 07:52:53
453,290,53,0.0,0.0,0.0,12/9/2018 08:16:33
454,106,31,0.0,0.0,0.0,6/2/2018 03:58:04
455,18,146,0.0,0.0,0.0,7/17/2019 17:36:12
456,28,138,0.0,0.0,0.0,6/27/2018 21:44:34
457,332,145,0.0,0.0,0.0,10/13/2022 15:14:21
458,149,57,0.0,0.0,0.0,8/19/2018 15:27:30
459,60,142,0.0,0.0,0.0,3/4/2019 05:15:16
460,4,92,0.0,0.0,0.0,11/8/2019 11:17:35
461,288,65,0.0,0.0,0.0,3/3/2021 18:00:32
462,154,27,0.0,0.0,0.0,11/3/2020 23:48:37
463,165,84,0.0,0.0,0.0,6/3/2018 07:53:16
464,243,150,0.0,0.0,0.0,7/7/2021 07:12:57
465,215,12,0.0,0.0,0.0,8/3/2022 19:21:54
466,61,52,0.0,0.0,0.0,10/11/2022 13:46:27
467,149,117,0.0,0.0,0.0,12/25/2020 03:36:34
468,328,48,0.0,0.0,0.0,12/11/2023 07:12:45
469,140,48,0.0,0.0,0.0,2/11/2022 11:21:41
470,93,148,0.0,0.0,0.0,2/17/2018 12:54:26
471,98,95,0.0,0.0,0.0,9/15/2020 19:44:41
472,178,27,0.0,0.0,0.0,4/5/2023 01:09:37
473,127,143,0.0,0.0,0.0,8/28/2021 23:57:51
474,185,31,0.0,0.0,0.0,6/9/2023 10:20:00
475,338,44,0.0,0.0,0.0,5/2/2019 14:44:38
476,116,116,0.0,0.0,0.0,5/24/2020 07:55:06
477,72,23,0.0,0.0,0.0,9/5/2018 19:40:48
478,213,118,0.0,0.0,0.0,5/12/2021 13:57:24
479,311,116,0.0,0.0,0.0,1/21/2021 23:59:36
480,169,100,0.0,0.0,0.0,6/22/2022 19:26:03
481,75,108,0.0,0.0,0.0,9/6/2023 21:28:55
482,343,115,0.0,0.0,0.0,11/16/2023 01:33:46
483,262,120,0.0,0.0,0.0,10/23/2019 11:44:39
484,116,48,0.0,0.0,0.0,11/26/2021 20:06:12
485,157,113,0.0,0.0,0.0,7/14/2022 02:59:38
486,347,50,0.0,0.0,0.0,9/2/2018 13:40:08
487,263,82,0.0,0.0,0.0,5/2/2021 14:46:44
488,286,53,0.0,0.0,0.0,3/16/2021 13:17:51
489,71,96,0.0,0.0,0.0,12/6/2020 12:11:48
490,184,93,0.0,0.0,0.0,6/14/2021 05:25:05
491,343,136,0.0,0.0,0.0,11/15/2023 18:12:19
492,288,119,0.0,0.0,0.0,6/20/2021 16:28:06
493,260,137,0.0,0.0,0.0,2/25/2019 06:24:03
494,309,24,0.0,0.0,0.0,1/11/2018 13:20:50
495,199,22,0.0,0.0,0.0,7/6/2018 08:39:43
496,186,103,0.0,0.0,0.0,12/31/2021 07:24:42
497,250,61,0.0,0.0,0.0,10/19/2023 12:14:15
498,213,48,0.0,0.0,0.0,5/13/2020 06:15:50
499,189,85,0.0,0.0,0.0,11/25/2020 16:23:54
500,301,120,0.0,0.0,0.0,2/6/2022 14:54:44
501,214,82,0.0,0.0,0.0,2/19/2021 20:28:55
502,138,128,0.0,0.0,0.0,5/12/2021 08:03:53
503,299,84,0.0,0.0,0.0,8/3/2019 09:52:17
504,70,69,0.0,0.0,0.0,6/7/2018 17:18:04
505,115,135,0.0,0.0,0.0,3/9/2018 14:25:01
506,118,100,0.0,0.0,0.0,7/14/2021 16:03:59
507,26,55,0.0,0.0,0.0,2/14/2018 12:07:24
508,108,77,0.0,0.0,0.0,2/4/2023 19:10:24
509,68,125,0.0,0.0,0.0,1/21/2019 07:36:50
510,16,23,0.0,0.0,0.0,6/5/2020 11:49:33
511,133,91,0.0,0.0,0.0,12/6/2022 01:57:46
512,38,44,0.0,0.0,0.0,12/9/2023 08:11:04
513,329,11,0.0,0.0,0.0,5/22/2019 08:04:30
514,293,90,0.0,0.0,0.0,6/15/2023 15:34:37
515,279,87,0.0,0.0,0.0,8/20/2022 16:21:36
516,261,129,0.0,0.0,0.0,5/26/2021 16:58:12
517,344,128,0.0,0.0,0.0,5/23/2019 12:34:05
518,216,128,0.0,0.0,0.0,12/9/2022 03:39:40
519,126,141,0.0,0.0,0.0,5/4/2018 20:30:04
520,142,4,0.0,0.0,0.0,5/22/2021 07:57:06
521,259,118,0.0,0.0,0.0,12/12/2019 16:19:56
522,311,120,0.0,0.0,0.0,4/9/2018 00:01:53
523,233,81,0.0,0.0,0.0,4/9/2021 01:49:53
524,38,43,0.0,0.0,0.0,7/14/2022 02:55:11
525,122,31,0.0,0.0,0.0,4/21/2023 23:34:14
526,290,97,0.0,0.0,0.0,1/9/2021 04:53:50
527,190,19,0.0,0.0,0.0,1/30/2018 18:11:19
528,163,10,0.0,0.0,0.0,4/25/2019 21:05:37
529,178,147,0.0,0.0,0.0,4/27/2018 18:02:17
530,321,65,0.0,0.0,0.0,12/14/2020 01:02:31
531,136,135,0.0,0.0,0.0,4/28/2020 05:35:42
532,272,18,0.0,0.0,0.0,10/29/2020 01:23:51
533,13,141,0.0,0.0,0.0,4/27/2022 12:42:08
534,108,5,0.0,0.0,0.0,4/29/2023 04:50:13
535,2,144,0.0,0.0,0.0,12/13/2021 15:48:49
536,69,3,0.0,0.0,0.0,10/30/2022 07:15:28
537,249,60,0.0,0.0,0.0,5/7/2021 07:56:46
538,76,12,0.0,0.0,0.0,11/4/2021 06:50:31
539,164,59,0.0,0.0,0.0,11/2/2020 14:09:04
540,164,63,0.0,0.0,0.0,7/18/2020 12:16:06
541,269,125,0.0,0.0,0.0,7/24/2023 18:30:32
542,107,9,0.0,0.0,0.0,4/4/2020 03:56:24
543,11,9,0.0,0.0,0.0,3/23/2023 09:54:24
544,223,141,0.0,0.0,0.0,1/31/2021 06:36:06
545,281,31,0.0,0.0,0.0,12/6/2022 08:58:54
546,198,145,0.0,0.0,0.0,2/6/2019 10:41:57
547,253,16,0.0,0.0,0.0,12/9/2022 16:04:26
548,217,5,0.0,0.0,0.0,11/2/2019 04:41:40
549,292,134,0.0,0.0,0.0,7/24/2021 02:27:10
550,285,77,0.0,0.0,0.0,11/19/2020 17:49:51
551,283,76,0.0,0.0,0.0,7/29/2020 00:13:59
552,204,49,0.0,0.0,0.0,1/29/2022 16:43:17
553,298,111,0.0,0.0,0.0,10/20/2021 20:11:23
554,283,144,0.0,0.0,0.0,5/5/2021 07:17:43
555,104,93,0.0,0.0,0.0,2/23/2019 06:07:42
556,175,115,0.0,0.0,0.0,5/4/2022 09:53:08
557,37,26,0.0,0.0,0.0,3/27/2022 18:12:54
558,179,128,0.0,0.0,0.0,10/23/2019 22:58:00
559,337,93,0.0,0.0,0.0,10/29/2020 21:12:47
560,122,47,0.0,0.0,0.0,3/12/2021 05:48:34
561,312,130,0.0,0.0,0.0,1/2/2023 10:26:06
562,256,117,0.0,0.0,0.0,11/21/2021 22:51:15
563,305,107,0.0,0.0,0.0,4/22/2020 07:47:47
564,177,92,0.0,0.0,0.0,1/15/2023 02:08:06
565,229,144,0.0,0.0,0.0,10/17/2023 22:49:29
566,7,39,0.0,0.0,0.0,1/14/2020 10:05:35
567,287,128,0.0,0.0,0.0,10/13/2021 07:37:32
568,284,88,0.0,0.0,0.0,4/7/2022 16:00:45
569,46,123,0.0,0.0,0.0,1/24/2023 22:43:47
570,254,99,0.0,0.0,0.0,12/5/2018 11:40:04
571,33,75,0.0,0.0,0.0,10/11/2019 19:36:48
572,99,126,0.0,0.0,0.0,1/17/2019 02:58:30
573,78,25,0.0,0.0,0.0,9/16/2019 20:59:02
574,136,82,0.0,0.0,0.0,9/27/2021 06:36:35
575,113,89,0.0,0.0,0.0,3/24/2019 19:56:46
576,350,100,0.0,0.0,0.0,7/6/2022 17:27:02
577,291,132,0.0,0.0,0.0,11/22/2018 01:50:53
578,259,89,0.0,0.0,0.0,12/29/2019 07:16:50
579,308,7,0.0,0.0,0.0,12/15/2023 08:58:47
580,97,46,0.0,0.0,0.0,3/26/2019 10:10:48
581,185,125,0.0,0.0,0.0,11/18/2023 16:04:44
582,190,130,0.0,0.0,0.0,8/23/2019 01:43:18
583,163,61,0.0,0.0,0.0,10/5/2018 06:57:13
584,33,62,0.0,0.0,0.0,11/19/2018 21:45:51
585,93,102,0.0,0.0,0.0,1/16/2020 22:45:26
586,154,121,0.0,0.0,0.0,7/20/2018 09:51:53
587,127,148,0.0,0.0,0.0,6/6/2020 16:23:09
588,22,18,0.0,0.0,0.0,4/14/2023 08:13:50
589,298,74,0.0,0.0,0.0,7/15/2018 01:19:15
590,313,119,0.0,0.0,0.0,9/14/2019 10:23:17
591,4,68,0.0,0.0,0.0,4/19/2022 00:02:23
592,30,47,0.0,0.0,0.0,4/2/2022 18:13:12
593,118,116,0.0,0.0,0.0,2/26/2019 11:43:54
594,154,108,0.0,0.0,0.0,7/28/2022 15:32:06
595,159,92,0.0,0.0,0.0,5/29/2019 23:56:07
596,207,79,0.0,0.0,0.0,9/25/2019 23:28:14
597,134,127,0.0,0.0,0.0,1/29/2022 00:21:46
598,138,3,0.0,0.0,0.0,6/20/2018 09:44:11
599,33,107,0.0,0.0,0.0,9/21/2019 15:30:14
600,278,136,0.0,0.0,0.0,11/8/2020 00:29:48
601,174,145,0.0,0.0,0.0,7/31/2020 12:37:17
602,41,48,0.0,0.0,0.0,7/13/2021 22:59:03
603,13,69,0.0,0.0,0.0,10/1/2020 09:27:45
604,346,84,0.0,0.0,0.0,11/23/2022 05:32:04
605,41,139,0.0,0.0,0.0,5/30/2018 08:51:47
606,124,147,0.0,0.0,0.0,1/23/2023 01:24:43
607,333,35,0.0,0.0,0.0,6/3/2018 22:00:46
608,9,46,0.0,0.0,0.0,10/18/2021 11:30:26
609,180,100,0.0,0.0,0.0,11/23/2018 05:26:15
610,43,137,0.0,0.0,0.0,10/5/2019 14:19:12
611,280,56,0.0,0.0,0.0,11/20/2020 13:36:06
612,210,95,0.0,0.0,0.0,1/3/2023 18:09:51
613,246,87,0.0,0.0,0.0,10/15/2023 15:17:42
614,34,50,0.0,0.0,0.0,10/18/2023 21:14:38
615,31,117,0.0,0.0,0.0,2/9/2020 20:18:20
616,70,121,0.0,0.0,0.0,7/6/2022 05:52:07
617,300,120,0.0,0.0,0.0,9/20/2019 09:29:21
618,205,134,0.0,0.0,0.0,10/24/2022 13:20:34
619,275,124,0.0,0.0,0.0,1/5/2019 16:19:27
620,282,19,0.0,0.0,0.0,10/18/2018 06:43:40
621,291,150,0.0,0.0,0.0,2/25/2021 18:40:10
622,261,72,0.0,0.0,0.0,2/10/2023 10:50:57
623,144,8,0.0,0.0,0.0,6/8/2023 04:21:03
624,333,10,0.0,0.0,0.0,9/4/2019 03:36:26
625,121,16,0.0,0.0,0.0,6/9/2018 23:48:17
626,4,79,0.0,0.0,0.0,5/9/2020 11:06:47
627,337,73,0.0,0.0,0.0,1/29/2020 22:17:53
628,146,100,0.0,0.0,0.0,8/16/2020 20:36:51
629,337,13,0.0,0.0,0.0,7/13/2023 11:53:53
630,231,54,0.0,0.0,0.0,9/9/2022 10:10:05
631,278,44,0.0,0.0,0.0,8/25/2018 03:36:09
632,22,45,0.0,0.0,0.0,11/11/2019 07:37:33
633,144,82,0.0,0.0,0.0,2/15/2018 22:32:34
634,109,28,0.0,0.0,0.0,11/12/2018 15:03:44
635,164,75,0.0,0.0,0.0,3/11/2022 13:31:17
636,164,139,0.0,0.0,0.0,10/19/2021 16:48:38
637,174,69,0.0,0.0,0.0,5/7/2020 13:34:55
638,165,75,0.0,0.0,0.0,4/25/2023 07:32:23
639,188,116,0.0,0.0,0.0,3/11/2018 10:55:39
640,293,103,0.0,0.0,0.0,8/10/2021 06:38:48
641,121,81,0.0,0.0,0.0,8/28/2018 17:43:15
642,74,132,0.0,0.0,0.0,7/25/2020 13:11:16
643,182,53,0.0,0.0,0.0,5/14/2018 18:22:03
644,14,122,0.0,0.0,0.0,3/14/2022 20:21:29
645,37,27,0.0,0.0,0.0,11/28/2020 16:06:16
646,329,132,0.0,0.0,0.0,12/1/2023 09:21:16
647,273,7,0.0,0.0,0.0,8/10/2021 08:02:07
648,48,2,0.0,0.0,0.0,12/17/2020 04:17:57
649,244,45,0.0,0.0,0.0,8/27/2023 22:12:01
650,167,65,0.0,0.0,0.0,10/18/2023 08:00:23
651,84,131,0.0,0.0,0.0,8/6/2022 20:48:57
652,1,40,0.0,0.0,0.0,8/17/2019 14:58:13
653,336,96,0.0,0.0,0.0,4/24/2020 13:12:20
654,328,78,0.0,0.0,0.0,12/8/2019 14:59:13
655,60,106,0.0,0.0,0.0,7/6/2022 01:38:59
656,162,149,0.0,0.0,0.0,3/5/2018 06:12:37
657,114,50,0.0,0.0,0.0,1/8/2020 12:00:36
658,344,138,0.0,0.0,0.0,10/3/2022 21:51:26
659,232,131,0.0,0.0,0.0,11/17/2019 18:51:30
660,74,101,0.0,0.0,0.0,3/24/2018 12:26:29
661,134,114,0.0,0.0,0.0,7/5/2022 15:32:32
662,50,23,0.0,0.0,0.0,3/28/2023 01:17:35
663,170,107,0.0,0.0,0.0,4/12/2021 16:30:21
664,341,57,0.0,0.0,0.0,5/23/2021 21:34:00
665,238,74,0.0,0.0,0.0,7/24/2019 17:09:16
666,334,111,0.0,0.0,0.0,2/1/2020 16:18:14
667,337,2,0.0,0.0,0.0,11/24/2021 11:58:27
668,183,130,0.0,0.0,0.0,9/11/2018 13:36:55
669,350,95,0.0,0.0,0.0,8/6/2022 09:50:38
670,232,74,0.0,0.0,0.0,6/3/2021 19:24:33
671,245,76,0.0,0.0,0.0,8/11/2021 12:37:09
672,301,125,0.0,0.0,0.0,7/10/2018 05:38:48
673,50,114,0.0,0.0,0.0,6/12/2023 22:10:32
674,248,31,0.0,0.0,0.0,3/16/2018 14:57:38
675,141,89,0.0,0.0,0.0,9/27/2023 13:14:09
676,218,30,0.0,0.0,0.0,7/26/2020 04:27:36
677,196,55,0.0,0.0,0.0,7/10/2018 09:33:42
678,26,136,0.0,0.0,0.0,9/21/2022 11:01:07
679,88,58,0.0,0.0,0.0,1/28/2020 07:28:34
680,281,45,0.0,0.0,0.0,12/10/2022 20:24:53
681,171,9,0.0,0.0,0.0,2/9/2020 07:19:38
682,80,59,0.0,0.0,0.0,4/17/2018 23:24:01
683,143,64,0.0,0.0,0.0,12/11/2023 11:10:01
684,345,98,0.0,0.0,0.0,1/4/2019 08:14:01
685,108,4,0.0,0.0,0.0,7/30/2023 19:48:22
686,12,130,0.0,0.0,0.0,6/20/2022 18:12:20
687,263,75,0.0,0.0,0.0,9/21/2019 03:16:41
688,169,110,0.0,0.0,0.0,11/6/2018 20:07:59
689,197,122,0.0,0.0,0.0,5/31/2019 05:47:55
690,336,8,0.0,0.0,0.0,2/18/2018 22:13:18
691,107,41,0.0,0.0,0.0,9/28/2019 20:48:33
692,121,88,0.0,0.0,0.0,4/24/2023 23:27:04
693,98,22,0.0,0.0,0.0,12/19/2022 10:12:23
694,70,102,0.0,0.0,0.0,5/24/2023 16:59:05
695,287,44,0.0,0.0,0.0,5/4/2023 18:26:31
696,350,23,0.0,0.0,0.0,6/30/2019 10:58:16
697,232,110,0.0,0.0,0.0,3/30/2018 10:22:42
698,20,126,0.0,0.0,0.0,8/22/2021 18:20:54
699,201,3,0.0,0.0,0.0,6/18/2022 02:03:15
700,345,53,0.0,0.0,0.0,10/28/2018 19:29:18
701,113,27,0.0,0.0,0.0,8/10/2018 06:26:06
702,84,93,0.0,0.0,0.0,8/9/2018 14:32:08
703,175,38,0.0,0.0,0.0,5/25/2018 07:20:01
704,176,21,0.0,0.0,0.0,6/2/2019 07:16:33
705,215,104,0.0,0.0,0.0,3/25/2023 08:09:19
706,28,89,0.0,0.0,0.0,11/20/2018 13:36:54
707,57,28,0.0,0.0,0.0,5/10/2023 05:35:04
708,193,74,0.0,0.0,0.0,9/26/2023 01:50:10
709,170,17,0.0,0.0,0.0,10/1/2021 11:52:20
710,184,126,0.0,0.0,0.0,12/5/2023 12:54:32
711,169,51,0.0,0.0,0.0,7/25/2021 10:20:43
712,3,38,0.0,0.0,0.0,7/21/2019 22:52:29
713,48,123,0.0,0.0,0.0,12/5/2020 05:40:35
714,189,10,0.0,0.0,0.0,12/3/2020 22:07:51
715,141,4,0.0,0.0,0.0,1/27/2019 07:55:55
716,235,116,0.0,0.0,0.0,4/13/2019 13:22:33
717,118,48,0.0,0.0,0.0,5/25/2020 02:32:19
718,261,87,0.0,0.0,0.0,6/7/2020 08:24:08
719,75,2,0.0,0.0,0.0,8/27/2019 02:39:21
720,27,65,0.0,0.0,0.0,5/15/2023 01:38:57
721,251,61,0.0,0.0,0.0,10/13/2018 07:01:18
722,299,106,0.0,0.0,0.0,11/19/2019 05:09:14
723,341,143,0.0,0.0,0.0,4/18/2020 10:07:29
724,9,85,0.0,0.0,0.0,1/22/2021 22:48:04
725,68,26,0.0,0.0,0.0,10/6/2021 16:36:47
726,17,122,0.0,0.0,0.0,12/9/2018 04:05:04
727,165,81,0.0,0.0,0.0,7/21/2018 13:01:18
728,166,114,0.0,0.0,0.0,10/31/2022 14:19:57
729,136,90,0.0,0.0,0.0,10/12/2021 22:56:14
730,52,112,0.0,0.0,0.0,10/31/2021 09:58:54
731,136,86,0.0,0.0,0.0,4/17/2020 11:38:36
732,166,126,0.0,0.0,0.0,9/10/2022 13:06:45
733,171,24,0.0,0.0,0.0,1/1/2019 22:51:09
734,272,11,0.0,0.0,0.0,2/3/2022 16:08:18
735,271,5,0.0,0.0,0.0,1/14/2022 21:51:51
736,99,51,0.0,0.0,0.0,7/25/2020 16:29:43
737,191,61,0.0,0.0,0.0,7/25/2022 18:16:56
738,309,94,0.0,0.0,0.0,11/25/2023 09:20:29
739,303,111,0.0,0.0,0.0,5/16/2023 19:26:15
740,325,80,0.0,0.0,0.0,9/4/2023 08:26:58
741,250,118,0.0,0.0,0.0,10/2/2019 05:32:38
742,203,39,0.0,0.0,0.0,9/11/2020 20:21:28
743,149,92,0.0,0.0,0.0,9/22/2023 21:43:46
744,28,30,0.0,0.0,0.0,11/12/2018 12:18:50
745,95,10,0.0,0.0,0.0,3/11/2018 01:51:41
746,341,34,0.0,0.0,0.0,8/4/2021 02:17:54
747,124,148,0.0,0.0,0.0,12/22/2020 14:54:23
748,249,28,0.0,0.0,0.0,11/19/2022 06:37:45
749,53,91,0.0,0.0,0.0,6/15/2021 08:40:28
750,8,50,0.0,0.0,0.0,1/30/2022 07:24:10
751,320,6,0.0,0.0,0.0,10/6/2019 22:06:23
752,155,75,0.0,0.0,0.0,1/19/2019 21:13:53
753,258,129,0.0,0.0,0.0,9/13/2022 09:07:15
754,112,93,0.0,0.0,0.0,8/13/2018 09:23:34
755,125,58,0.0,0.0,0.0,4/27/2022 05:25:48
756,327,149,0.0,0.0,0.0,6/12/2023 00:04:00
757,130,29,0.0,0.0,0.0,8/24/2018 14:53:34
758,15,95,0.0,0.0,0.0,9/14/2022 17:11:21
759,122,79,0.0,0.0,0.0,10/8/2023 08:45:08
760,138,68,0.0,0.0,0.0,1/20/2019 01:04:04
761,107,73,0.0,0.0,0.0,8/24/2020 21:20:17
762,238,91,0.0,0.0,0.0,4/25/2023 13:02:59
763,15,26,0.0,0.0,0.0,7/15/2019 04:58:18
764,95,52,0.0,0.0,0.0,2/6/2022 18:58:13
765,149,25,0.0,0.0,0.0,11/6/2018 15:30:58
766,194,74,0.0,0.0,0.0,12/17/2022 19:13:49
767,287,119,0.0,0.0,0.0,9/7/2021 03:17:40
768,5,29,0.0,0.0,0.0,6/12/2021 17:29:48
769,234,70,0.0,0.0,0.0,10/14/2019 10:03:46
770,107,109,0.0,0.0,0.0,4/16/2020 14:19:51
771,51,26,0.0,0.0,0.0,6/14/2023 00:39:23
772,321,56,0.0,0.0,0.0,11/15/2018 06:59:34
773,293,90,0.0,0.0,0.0,4/23/2022 01:54:21
774,138,148,0.0,0.0,0.0,4/22/2018 14:04:03
775,295,124,0.0,0.0,0.0,4/2/2022 08:02:28
776,28,11,0.0,0.0,0.0,3/19/2018 18:05:18
777,253,67,0.0,0.0,0.0,10/19/2020 07:05:55
778,234,110,0.0,0.0,0.0,5/15/2018 00:24:30
779,297,42,0.0,0.0,0.0,9/7/2019 15:29:54
780,339,126,0.0,0.0,0.0,2/17/2021 06:30:16
781,97,41,0.0,0.0,0.0,6/19/2018 16:18:58
782,243,28,0.0,0.0,0.0,8/24/2018 16:59:00
783,50,47,0.0,0.0,0.0,8/15/2019 22:52:25
784,309,49,0.0,0.0,0.0,12/8/2021 17:40:13
785,297,42,0.0,0.0,0.0,5/16/2020 03:41:46
786,28,127,0.0,0.0,0.0,1/8/2019 03:05:15
787,119,24,0.0,0.0,0.0,4/8/2019 02:20:41
788,37,9,0.0,0.0,0.0,7/20/2019 18:28:52
789,41,58,0.0,0.0,0.0,4/27/2018 13:17:12
790,28,49,0.0,0.0,0.0,5/14/2020 06:59:36
791,327,44,0.0,0.0,0.0,11/26/2021 20:02:30
792,124,83,0.0,0.0,0.0,9/13/2018 04:28:02
793,87,18,0.0,0.0,0.0,1/10/2021 05:06:52
794,49,7,0.0,0.0,0.0,6/11/2022 07:39:02
795,195,31,0.0,0.0,0.0,6/25/2023 16:17:31
796,97,117,0.0,0.0,0.0,4/15/2019 03:37:45
797,153,58,0.0,0.0,0.0,1/19/2020 23:37:57
798,122,144,0.0,0.0,0.0,7/12/2023 16:30:01
799,147,121,0.0,0.0,0.0,1/16/2023 16:59:06
800,24,112,0.0,0.0,0.0,5/23/2020 11:31:30
801,255,142,0.0,0.0,0.0,8/13/2021 15:52:05
802,56,79,0.0,0.0,0.0,9/13/2018 03:44:51
803,144,113,0.0,0.0,0.0,8/18/2020 13:34:12
804,82,144,0.0,0.0,0.0,8/20/2020 05:36:37
805,83,8,0.0,0.0,0.0,4/26/2021 22:18:31
806,313,123,0.0,0.0,0.0,7/2/2023 09:41:36
807,331,57,0.0,0.0,0.0,10/27/2021 15:36:30
808,160,86,0.0,0.0,0.0,10/31/2021 20:46:29
809,148,102,0.0,0.0,0.0,12/26/2021 04:12:23
810,278,105,0.0,0.0,0.0,12/3/2018 21:22:44
811,214,112,0.0,0.0,0.0,1/18/2019 06:39:03
812,75,49,0.0,0.0,0.0,4/3/2019 03:08:39
813,177,11,0.0,0.0,0.0,8/19/2020 21:49:14
814,188,109,0.0,0.0,0.0,4/11/2019 05:42:54
815,110,14,0.0,0.0,0.0,9/12/2018 02:44:17
816,90,71,0.0,0.0,0.0,9/21/2018 05:05:09
817,78,88,0.0,0.0,0.0,12/5/2022 20:12:43
818,295,17,0.0,0.0,0.0,2/4/2023 09:18:09
819,42,89,0.0,0.0,0.0,2/7/2020 17:54:00
820,274,25,0.0,0.0,0.0,10/12/2022 10:06:50
821,350,11,0.0,0.0,0.0,12/8/2021 21:10:37
822,292,52,0.0,0.0,0.0,11/29/2020 23:20:07
823,333,101,0.0,0.0,0.0,3/18/2022 15:06:27
824,318,12,0.0,0.0,0.0,10/6/2020 08:29:52
825,325,34,0.0,0.0,0.0,10/17/2019 23:28:08
826,222,1,0.0,0.0,0.0,7/12/2018 05:09:40
827,67,106,0.0,0.0,0.0,9/14/2022 12:16:12
828,1,96,0.0,0.0,0.0,6/9/2021 12:31:58
829,65,66,0.0,0.0,0.0,6/18/2022 23:49:32
830,158,78,0.0,0.0,0.0,9/7/2022 13:20:40
831,169,93,0.0,0.0,0.0,5/15/2023 11:20:01
832,345,22,0.0,0.0,0.0,12/12/2021 15:53:17
833,183,77,0.0,0.0,0.0,11/23/2019 09:20:32
834,89,44,0.0,0.0,0.0,5/25/2022 16:31:09
835,51,87,0.0,0.0,0.0,12/8/2022 13:52:52
836,1,131,0.0,0.0,0.0,9/19/2021 03:19:21
837,211,9,0.0,0.0,0.0,3/6/2019 13:19:57
838,253,19,0.0,0.0,0.0,5/5/2018 05:04:34
839,104,56,0.0,0.0,0.0,4/13/2018 14:41:40
840,342,132,0.0,0.0,0.0,6/22/2020 04:39:44
841,135,121,0.0,0.0,0.0,6/5/2022 17:23:11
842,129,64,0.0,0.0,0.0,5/23/2022 02:21:40
843,206,133,0.0,0.0,0.0,9/4/2021 01:45:46
844,191,99,0.0,0.0,0.0,7/26/2020 16:39:08
845,165,65,0.0,0.0,0.0,10/3/2023 14:48:59
846,224,80,0.0,0.0,0.0,6/6/2020 19:16:35
847,242,126,0.0,0.0,0.0,11/5/2019 12:47:29
848,319,13,0.0,0.0,0.0,6/4/2023 13:48:41
849,181,22,0.0,0.0,0.0,12/12/2023 13:36:06
850,71,51,0.0,0.0,0.0,4/12/2019 20:09:21
851,223,100,0.0,0.0,0.0,11/25/2018 20:19:38
852,209,119,0.0,0.0,0.0,1/17/2022 16:14:03
853,7,13,0.0,0.0,0.0,8/16/2019 14:02:26
854,152,47,0.0,0.0,0.0,6/3/2019 11:48:29
855,274,49,0.0,0.0,0.0,6/24/2021 04:03:03
856,185,97,0.0,0.0,0.0,5/16/2023 04:13:50
857,192,45,0.0,0.0,0.0,7/1/2020 04:29:34
858,293,84,0.0,0.0,0.0,1/29/2023 12:38:38
859,153,123,0.0,0.0,0.0,12/13/2018 18:39:13
860,94,34,0.0,0.0,0.0,3/14/2018 19:02:23
861,71,25,0.0,0.0,0.0,8/10/2020 05:49:50
862,46,24,0.0,0.0,0.0,5/8/2022 18:06:12
863,30,23,0.0,0.0,0.0,7/17/2020 23:59:22
864,333,90,0.0,0.0,0.0,7/1/2019 10:06:04
865,53,43,0.0,0.0,0.0,12/18/2018 10:36:20
866,243,20,0.0,0.0,0.0,6/23/2020 13:52:37
867,348,133,0.0,0.0,0.0,8/10/2020 18:44:45
868,37,138,0.0,0.0,0.0,6/12/2023 00:44:33
869,305,11,0.0,0.0,0.0,9/11/2023 07:58:48
870,223,93,0.0,0.0,0.0,6/17/2023 15:33:26
871,30,150,0.0,0.0,0.0,1/12/2021 20:02:47
872,237,2,0.0,0.0,0.0,5/28/2018 19:27:30
873,25,126,0.0,0.0,0.0,11/29/2019 03:34:20
874,35,83,0.0,0.0,0.0,2/3/2018 06:12:48
875,90,149,0.0,0.0,0.0,10/23/2021 02:06:10
876,337,63,0.0,0.0,0.0,7/25/2020 07:46:39
877,41,26,0.0,0.0,0.0,5/6/2020 22:48:46
878,109,67,0.0,0.0,0.0,1/7/2021 21:07:30
879,339,121,0.0,0.0,0.0,7/10/2023 07:57:46
880,219,51,0.0,0.0,0.0,8/28/2023 20:21:01
881,75,136,0.0,0.0,0.0,12/14/2020 17:18:26
882,179,54,0.0,0.0,0.0,2/25/2020 03:46:16
883,95,51,0.0,0.0,0.0,6/26/2021 01:04:22
884,310,136,0.0,0.0,0.0,10/24/2018 17:45:55
885,4,12,0.0,0.0,0.0,9/12/2019 04:27:25
886,49,110,0.0,0.0,0.0,1/18/2018 21:00:02
887,75,42,0.0,0.0,0.0,3/1/2022 18:22:43
888,128,138,0.0,0.0,0.0,5/24/2023 19:18:34
889,141,113,0.0,0.0,0.0,12/21/2019 04:56:18
890,258,112,0.0,0.0,0.0,5/16/2021 14:10:07
891,81,101,0.0,0.0,0.0,12/16/2021 21:08:12
892,226,57,0.0,0.0,0.0,7/27/2020 10:52:26
893,26,30,0.0,0.0,0.0,3/19/2018 04:02:21
894,118,111,0.0,0.0,0.0,5/29/2023 15:05:17
895,250,95,0.0,0.0,0.0,2/7/2021 03:07:41
896,135,52,0.0,0.0,0.0,3/26/2022 01:55:06
897,241,130,0.0,0.0,0.0,8/30/2020 18:25:41
898,41,143,0.0,0.0,0.0,3/15/2019 01:17:57
899,18,137,0.0,0.0,0.0,9/2/2022 09:41:58
